Brand,Model,Year,Fuel,Transmission,Km,Owner,Price,Location,Engine,Seats
Maruti,Swift VDI Optional,2018,Diesel,Manual,61386,First,705000.0,Coimbatore,1248,5.0
Maruti,Swift AMT VDI,2018,Diesel,Automatic,11500,First,750000.0,Delhi,1248,5.0
Chevrolet,Beat Diesel LS,2012,Diesel,Manual,58000,First,210000.0,Chennai,936,5.0
Skoda,Superb Elegance 1.8 TSI AT,2014,Petrol,Automatic,38000,First,1160000.0,Delhi,1798,5.0
Mercedes-Benz,New C-Class C 220 CDI BE Avantgare,2012,Diesel,Automatic,49000,Second,1925000.0,Bangalore,2143,5.0
Toyota,Innova Crysta 2.4 VX MT 8S,2017,Diesel,Manual,72202,First,1792000.0000000002,Coimbatore,2393,8.0
Hyundai,i10 Sportz,2016,Petrol,Manual,7000,First,360000.0,Kolkata,1197,5.0
Honda,Amaze S i-DTEC,2014,Diesel,Manual,20000,Second,450000.0,Ahmedabad,1498,5.0
Hyundai,i20 Magna 1.4 CRDi (Diesel),2017,Diesel,Manual,14061,First,740000.0,Hyderabad,1396,5.0
Mercedes-Benz,GLE 350d,2018,Diesel,Automatic,30706,First,5929000.0,Coimbatore,2987,5.0
Mahindra,Scorpio 2009-2014 SLE 7S BSIV,2011,Diesel,Manual,51387,First,550000.0,Kolkata,2179,7.0
Hyundai,Getz GLE,2006,Petrol,Manual,44000,Second,175000.0,Bangalore,1341,5.0
Maruti,Baleno Alpha,2016,Petrol,Manual,12208,First,675000.0,Mumbai,1197,5.0
Chevrolet,Optra Magnum 2.0 LT,2011,Diesel,Manual,55000,First,395000.0,Chennai,1991,5.0
Hyundai,Verna 1.6 SX VTVT (O),2011,Petrol,Manual,61600,First,420000.0,Mumbai,1591,5.0
Honda,City 1.5 V MT,2016,Petrol,Manual,28414,First,840000.0,Hyderabad,1497,5.0
Volkswagen,Polo GT TSI,2017,Petrol,Automatic,27853,First,825000.0,Mumbai,1197,5.0
Honda,Brio E MT,2013,Petrol,Manual,55116,First,331000.0,Bangalore,1198,5.0
Maruti,Swift Dzire VDI,2017,Diesel,Manual,26000,First,750000.0,Ahmedabad,1248,5.0
Honda,City 1.5 V MT Exclusive,2012,Petrol,Manual,45496,First,475000.0,Pune,1497,5.0
Mahindra,Ssangyong Rexton RX7,2013,Diesel,Automatic,76000,Second,878999.9999999999,Pune,2696,7.0
Skoda,Superb Elegance 1.8 TSI MT,2014,Petrol,Manual,136000,First,950000.0,Pune,1798,5.0
Maruti,Alto LXi,2010,Petrol,Manual,38127,First,155000.0,Kolkata,796,5.0
Hyundai,i20 Asta (o) 1.4 CRDi (Diesel),2014,Diesel,Manual,82450,First,585000.0,Jaipur,1396,5.0
Ford,Ecosport 1.5 Ti VCT MT Trend,2014,Petrol,Manual,62497,First,752000.0,Coimbatore,1499,5.0
Nissan,Micra Diesel XV,2011,Diesel,Manual,86732,First,360000.0,Hyderabad,1461,5.0
Honda,Brio E MT,2016,Petrol,Manual,27969,First,473000.00000000006,Kochi,1198,5.0
Mahindra,Ssangyong Rexton RX7,2013,Diesel,Automatic,66372,First,1050000.0,Delhi,2696,7.0
BMW,7 Series 730Ld Sedan,2013,Diesel,Automatic,73525,First,3454000.0,Coimbatore,2993,5.0
Hyundai,Grand i10 1.2 Kappa Sportz,2018,Petrol,Manual,20689,First,607000.0,Kochi,1197,5.0
Maruti,Baleno Delta 1.2,2018,Petrol,Manual,25093,First,776000.0,Coimbatore,1197,5.0
Mahindra,Xylo E8 ABS BS IV,2016,Diesel,Manual,49176,First,746000.0,Coimbatore,2498,8.0
Renault,Fluence Diesel E4,2012,Diesel,Manual,87510,First,349000.0,Delhi,1461,5.0
Hyundai,i20 1.2 Magna,2012,Petrol,Manual,38214,Second,405000.0,Coimbatore,1197,5.0
Mitsubishi,Pajero 2.8 SFX,2013,Diesel,Manual,48986,First,1188000.0,Kochi,2835,6.0
Toyota,Corolla Altis 2008-2013 1.8 VL AT,2011,Petrol,Automatic,88000,First,645000.0,Pune,1794,5.0
BMW,X5 X5 M,2015,Diesel,Automatic,69002,First,5000000.0,Pune,2993,5.0
BMW,3 Series 2005-2011 325i Sedan,2011,Petrol,Automatic,43706,First,900000.0,Pune,2497,5.0
Hyundai,Creta 1.6 CRDi AT SX Plus,2016,Diesel,Automatic,58671,First,1425000.0,Coimbatore,1582,5.0
Mahindra,TUV 300 2015-2019 T8,2017,Diesel,Manual,49404,First,736000.0,Coimbatore,1493,7.0
Mahindra,Scorpio VLX 2.2 mHawk BSIII,2010,Diesel,Manual,72000,First,440000.00000000006,Delhi,2179,8.0
Renault,KWID RXT,2016,Petrol,Manual,24000,First,310000.0,Mumbai,799,5.0
Renault,KWID 1.0 RXT Optional AMT,2017,Petrol,Automatic,53285,First,428000.0,Coimbatore,999,5.0
Maruti,Swift VXi BSIV,2017,Petrol,Manual,12000,First,550000.0,Pune,1197,5.0
Skoda,Laura 1.9 TDI AT Ambiente,2012,Diesel,Automatic,45000,First,699000.0,Kolkata,1896,5.0
Maruti,Alto 800 2016-2019 VXI,2018,Petrol,Manual,26234,First,429000.0,Coimbatore,796,5.0
Maruti,Swift VXI,2014,Petrol,Manual,55000,First,420000.0,Delhi,1197,5.0
Hyundai,i20 1.4 CRDi Sportz,2012,Diesel,Manual,90000,First,411000.00000000006,Pune,1396,5.0
Audi,Q3 2012-2015 35 TDI Quattro Premium,2015,Diesel,Automatic,48000,First,1875000.0,Mumbai,1968,5.0
Mercedes-Benz,GLE 350d,2017,Diesel,Automatic,19863,First,6495000.0,Mumbai,2987,5.0
Hyundai,i10 Era,2010,Petrol,Manual,55000,Second,159000.0,Mumbai,1086,5.0
Maruti,Wagon R LXI Optional,2016,Petrol,Manual,4800,First,360000.0,Kolkata,998,5.0
Honda,City i VTEC V,2017,Petrol,Manual,38607,Second,787000.0,Kochi,1497,5.0
Hyundai,Grand i10 1.2 Kappa Sportz,2018,Petrol,Manual,3958,First,555000.0,Mumbai,1197,5.0
Honda,City i DTEC VX,2014,Diesel,Manual,74000,Second,640000.0,Jaipur,1498,5.0
Maruti,Swift Dzire VXi,2009,Petrol,Manual,54540,Third,265000.0,Mumbai,1298,5.0
Maruti,Swift Dzire ZXi,2015,Petrol,Manual,58400,First,550000.0,Delhi,1298,5.0
Mahindra,XUV500 W8 2WD,2013,Diesel,Manual,73648,First,731000.0,Kochi,2179,7.0
Maruti,Ciaz ZDi Plus SHVS,2016,Diesel,Manual,83000,First,710000.0,Jaipur,1248,5.0
Hyundai,Verna 1.6 SX CRDi (O),2016,Diesel,Manual,16159,First,783000.0,Kochi,1582,5.0
Hyundai,Accent CRDi,2005,Diesel,Manual,150000,First,85000.0,Mumbai,1493,5.0
Honda,Brio S MT,2014,Petrol,Manual,22100,First,355000.0,Mumbai,1198,5.0
Hyundai,i20 Active 1.2 SX,2017,Petrol,Manual,35043,First,819000.0,Coimbatore,1197,5.0
BMW,3 Series 320d Sport Line,2018,Diesel,Automatic,24000,First,2800000.0,Pune,1995,5.0
Volkswagen,Jetta 2013-2015 2.0L TDI Highline AT,2015,Diesel,Automatic,480000,First,1300000.0,Chennai,1968,5.0
Volkswagen,Polo Petrol Highline 1.6L,2011,Petrol,Manual,70000,Second,329000.0,Chennai,1598,5.0
Maruti,Swift VXi BSIV,2015,Petrol,Manual,13769,Second,441000.0,Pune,1197,5.0
Renault,Duster 110PS Diesel RxZ,2013,Diesel,Manual,58000,First,499000.0,Kolkata,1461,5.0
BMW,X3 xDrive 20d Luxury Line,2009,Diesel,Automatic,58000,First,1798000.0,Hyderabad,1995,5.0
Fiat,Avventura MULTIJET Emotion,2018,Diesel,Manual,18705,First,771000.0,Coimbatore,1248,5.0
Maruti,Wagon R Stingray VXI,2013,Petrol,Manual,32378,First,280000.0,Delhi,998,5.0
Chevrolet,Sail Hatchback LS ABS,2013,Diesel,Manual,45000,First,300000.0,Kolkata,1248,5.0
Mahindra,XUV500 W8 2WD,2015,Diesel,Manual,36836,First,1249000.0,Coimbatore,2179,7.0
Tata,Zest Quadrajet 1.3,2016,Diesel,Manual,54199,First,500000.0,Kochi,1248,5.0
BMW,X3 xDrive20d xLine,2017,Diesel,Automatic,36935,First,3264000.0,Kochi,1995,5.0
Maruti,Swift VDI BSIV,2015,Diesel,Manual,23000,First,650000.0,Chennai,1248,5.0
BMW,5 Series 2013-2017 520d Luxury Line,2015,Diesel,Automatic,14000,First,3500000.0,Bangalore,1995,5.0
Tata,Indigo CS eVX,2015,Diesel,Manual,100073,Second,200000.0,Chennai,1396,5.0
Mahindra,XUV500 W8 2WD,2015,Diesel,Manual,59182,First,946000.0000000001,Kochi,2179,7.0
Audi,Q7 35 TDI Quattro Premium Plus,2016,Diesel,Automatic,72132,Second,3900000.0,Kochi,2967,7.0
BMW,5 Series 2003-2012 520d,2009,Diesel,Automatic,79000,First,1500000.0,Hyderabad,1995,5.0
Hyundai,Verna 1.6 SX VTVT (O),2013,Petrol,Manual,66930,First,615000.0,Coimbatore,1591,5.0
Hyundai,Santa Fe 4WD AT,2015,Diesel,Automatic,100000,Second,1450000.0,Pune,2199,7.0
Maruti,Wagon R AMT VXI,2018,Petrol,Automatic,27413,First,518000.0,Kochi,998,5.0
Maruti,Wagon R LX BSIII,2007,Petrol,Manual,90000,Second,124000.0,Pune,1061,5.0
Hyundai,i20 Sportz 1.2,2013,Petrol,Manual,40300,First,280000.0,Kolkata,1197,5.0
Skoda,Superb Elegance 1.8 TSI AT,2011,Petrol,Automatic,73783,Second,523000.00000000006,Kochi,1798,5.0
Hyundai,Getz GLS,2005,Petrol,Manual,86000,Second,45000.0,Pune,1341,5.0
Maruti,Wagon R LXI BS IV,2014,Petrol,Manual,65694,First,325000.0,Delhi,998,5.0
Maruti,Omni MPI CARGO BSIV,2015,Petrol,Manual,23000,First,150000.0,Kolkata,796,5.0
Hyundai,i10 Magna 1.2,2012,Petrol,Manual,51000,First,285000.0,Mumbai,1197,5.0
Renault,KWID 1.0 RXT Optional,2018,Petrol,Manual,18335,First,450000.0,Kochi,999,5.0
Mercedes-Benz,B Class 2012-2015 B200 Sport CDI,2014,Diesel,Automatic,36000,First,1625000.0,Bangalore,2147,5.0
Volkswagen,Polo GT TSI,2017,Petrol,Automatic,25000,First,775000.0,Mumbai,1197,5.0
Mahindra,Scorpio VLX 4WD,2007,Diesel,Manual,81000,Third,434999.99999999994,Bangalore,2179,8.0
Toyota,Fortuner 2.8 2WD AT,2019,Diesel,Automatic,21719,First,3313000.0000000005,Kochi,2755,7.0
Chevrolet,Beat Diesel LT,2013,Diesel,Manual,75421,First,363000.0,Coimbatore,936,5.0
Toyota,Innova 2.5 G4 Diesel 8-seater,2010,Diesel,Manual,80000,First,475000.0,Delhi,2494,8.0
Maruti,Swift Dzire VXI,2018,Petrol,Manual,10671,First,651000.0,Kochi,1197,5.0
Renault,KWID Climber 1.0 MT,2018,Petrol,Manual,4126,First,480000.0,Hyderabad,999,5.0
Tata,Bolt Quadrajet XM,2017,Diesel,Manual,98500,First,600000.0,Hyderabad,1248,5.0
Hyundai,Grand i10 Asta,2016,Petrol,Manual,61578,First,640000.0,Coimbatore,1197,5.0
Volkswagen,Vento 1.5 TDI Highline,2014,Diesel,Manual,54000,First,490000.00000000006,Ahmedabad,1498,5.0
Audi,A6 2011-2015 2.0 TDI,2013,Diesel,Automatic,70998,First,2057000.0,Coimbatore,1968,5.0
Maruti,Swift Dzire Ldi BSIV,2015,Diesel,Manual,40082,First,476000.0,Kolkata,1248,5.0
Chevrolet,Spark 1.0 LT,2012,Petrol,Manual,50619,First,200000.0,Kochi,995,5.0
BMW,3 Series 320d,2009,Diesel,Automatic,103905,First,992000.0,Coimbatore,1995,5.0
Hyundai,EON Era Plus,2018,Petrol,Manual,15334,First,369000.0,Kochi,814,5.0
Maruti,Swift Dzire VDI,2013,Diesel,Manual,69000,First,575000.0,Hyderabad,1248,5.0
Volkswagen,CrossPolo 1.5 TDI,2014,Diesel,Manual,75160,First,570000.0,Hyderabad,1498,5.0
Honda,Amaze E i-Vtech,2014,Petrol,Manual,44753,First,494000.00000000006,Coimbatore,1198,5.0
Volkswagen,Vento Petrol Highline AT,2012,Petrol,Automatic,53024,First,429000.0,Kochi,1598,5.0
Maruti,Wagon R Stingray VXI,2014,Petrol,Manual,23840,First,300000.0,Kolkata,998,5.0
Volkswagen,Polo 1.5 TDI Highline,2014,Diesel,Manual,81298,First,650000.0,Hyderabad,1498,5.0
Volkswagen,Polo Petrol Comfortline 1.2L,2015,Petrol,Manual,59000,Second,490000.00000000006,Jaipur,1198,5.0
Honda,Amaze SX i-DTEC,2016,Diesel,Manual,51806,First,540000.0,Kochi,1498,5.0
Audi,A6 35 TDI Matrix,2014,Diesel,Automatic,56000,First,2400000.0,Delhi,1968,5.0
Tata,Tigor 1.05 Revotorq XZ Option,2019,Diesel,Manual,29279,First,746000.0,Kochi,1047,5.0
Volkswagen,Vento 1.5 TDI Highline AT,2017,Diesel,Automatic,33550,First,960000.0,Kochi,1498,5.0
Audi,A6 35 TDI Matrix,2014,Diesel,Automatic,62000,First,2500000.0,Hyderabad,1968,5.0
Nissan,Terrano XL 110 PS,2014,Diesel,Manual,66000,First,680000.0,Hyderabad,1461,5.0
Skoda,Rapid 1.5 TDI AT Elegance,2016,Diesel,Automatic,46630,First,859000.0,Coimbatore,1498,5.0
Ford,Figo Aspire 1.5 TDCi Trend,2016,Diesel,Manual,72566,First,529000.0,Hyderabad,1498,5.0
Tata,Venture EX,2011,Diesel,Manual,51482,First,250000.0,Pune,1405,8.0
Mercedes-Benz,New C-Class C 220 CDI BE Avantgare,2011,Diesel,Automatic,90000,First,1390000.0,Chennai,2143,5.0
Toyota,Fortuner 4x2 Manual,2014,Diesel,Manual,69000,Second,2000000.0,Jaipur,2982,7.0
Honda,City 1.5 V MT,2011,Petrol,Manual,90000,Second,340000.0,Delhi,1497,5.0
Hyundai,i20 Asta Option 1.2,2015,Petrol,Manual,39000,First,550000.0,Mumbai,1197,5.0
Volkswagen,Vento Diesel Trendline,2012,Diesel,Manual,110000,Second,365000.0,Hyderabad,1598,5.0
Ford,Endeavour 2.5L 4X2 MT,2011,Diesel,Manual,68022,First,586000.0,Kochi,2499,7.0
Ford,EcoSport 1.5 Petrol Titanium Plus AT,2018,Petrol,Automatic,27852,First,1044000.0,Coimbatore,1497,5.0
Maruti,Swift VDI BSIV,2013,Diesel,Manual,58291,First,500000.0,Bangalore,1248,5.0
Hyundai,i20 Sportz Diesel,2011,Diesel,Manual,68439,First,337000.0,Coimbatore,1396,5.0
Toyota,Innova 2.5 VX (Diesel) 8 Seater,2011,Diesel,Manual,150000,First,695000.0,Delhi,2494,8.0
Tata,Nexon 1.5 Revotorq XZ Plus Dual Tone,2018,Diesel,Manual,14000,First,990000.0,Mumbai,1497,5.0
Ford,Figo Diesel Titanium,2012,Diesel,Manual,71558,First,330000.0,Hyderabad,1399,5.0
Porsche,Panamera Diesel,2013,Diesel,Automatic,48000,Second,5050000.0,Delhi,2967,4.0
Hyundai,Creta 1.6 CRDi AT SX Plus,2015,Diesel,Automatic,65800,First,1250000.0,Jaipur,1582,5.0
Audi,A4 2.0 TDI Multitronic,2014,Diesel,Automatic,53000,First,2050000.0,Hyderabad,1968,5.0
Mahindra,XUV500 W8 4WD,2017,Diesel,Manual,14600,First,1450000.0,Kolkata,2179,7.0
Isuzu,MUX 4WD,2017,Diesel,Automatic,34429,First,2000000.0,Jaipur,2999,7.0
Maruti,Swift Dzire VDI,2014,Diesel,Manual,52000,First,525000.0,Delhi,1248,5.0
Maruti,Ciaz ZXi,2015,Petrol,Manual,25470,First,590000.0,Kolkata,1373,5.0
Hyundai,EON Era Plus,2013,Petrol,Manual,22000,First,260000.0,Pune,814,5.0
Mercedes-Benz,E-Class 280 CDI,2007,Diesel,Automatic,75000,First,1100000.0,Chennai,2987,5.0
BMW,5 Series 2003-2012 520d,2011,Diesel,Automatic,95995,First,1550000.0,Pune,1995,5.0
Hyundai,Grand i10 1.2 CRDi Sportz Option,2017,Diesel,Manual,26877,First,575000.0,Jaipur,1186,5.0
Jaguar,XJ 3.0L Portfolio,2015,Diesel,Automatic,26000,First,7500000.0,Hyderabad,2993,5.0
Maruti,Swift Ldi BSIII,2007,Diesel,Manual,140000,Second,200000.0,Chennai,1248,5.0
Hyundai,Santro Xing GLS,2008,Petrol,Manual,95291,First,229999.99999999997,Hyderabad,1086,5.0
Toyota,Innova 2.5 V Diesel 8-seater,2009,Diesel,Manual,135000,Second,819999.9999999999,Hyderabad,2494,8.0
Hyundai,i20 Sportz 1.2,2015,Petrol,Manual,32000,First,480000.0,Kolkata,1197,5.0
Mercedes-Benz,E-Class 280 CDI,2008,Diesel,Automatic,68333,Second,850000.0,Mumbai,2987,5.0
Ford,Figo Diesel ZXI,2011,Diesel,Manual,72000,First,290000.0,Chennai,1399,5.0
Toyota,Corolla Altis 1.4 DG,2012,Diesel,Manual,52100,First,650000.0,Ahmedabad,1364,5.0
Hyundai,Grand i10 1.2 Kappa Sportz,2018,Petrol,Manual,10000,First,585000.0,Jaipur,1197,5.0
Jeep,Compass 2.0 Limited 4X4,2019,Diesel,Manual,6261,First,2391000.0,Coimbatore,1956,5.0
Maruti,Ignis 1.2 AMT Alpha,2019,Petrol,Automatic,3906,First,736000.0,Coimbatore,1197,5.0
Toyota,Fortuner 3.0 Diesel,2014,Diesel,Manual,55960,First,1725000.0,Pune,2982,7.0
Volkswagen,Vento Diesel Highline,2013,Diesel,Manual,144000,First,700000.0,Jaipur,1598,5.0
Toyota,Innova Crysta 2.4 VX MT,2017,Diesel,Manual,38000,First,1764999.9999999998,Mumbai,2393,7.0
Ford,Figo Diesel Celebration Edition,2013,Diesel,Manual,51000,First,250000.0,Jaipur,1399,5.0
Toyota,Platinum Etios 1.4 GXD,2015,Diesel,Manual,150000,First,600000.0,Hyderabad,1364,5.0
Mahindra,Thar DI 4X4,2018,Diesel,Manual,2500,First,825000.0,Mumbai,2523,7.0
Land,Rover Range Rover HSE Dynamic,2018,Diesel,Automatic,41661,First,4483000.0,Kochi,2179,5.0
BMW,3 Series 320d Highline,2011,Diesel,Automatic,64000,First,1050000.0,Delhi,1995,5.0
Hyundai,Accent GLS,2008,Petrol,Manual,80000,Second,190000.0,Bangalore,1495,5.0
Maruti,Celerio ZXI AT,2016,Petrol,Automatic,30000,Second,425000.0,Jaipur,998,5.0
Jaguar,XF 2.2 Litre Luxury,2014,Diesel,Automatic,43000,Second,2650000.0,Chennai,2179,5.0
Audi,A6 2.7 TDI,2013,Diesel,Automatic,90000,Second,2250000.0,Bangalore,2698,5.0
Nissan,Micra Diesel XV,2011,Diesel,Manual,123880,First,330000.0,Hyderabad,1461,5.0
Honda,Amaze S i-Vtech,2015,Petrol,Manual,42000,Second,430000.0,Jaipur,1198,5.0
Renault,Duster 85PS Diesel RxL Option,2012,Diesel,Manual,79824,First,525000.0,Chennai,1461,5.0
Toyota,Innova 2.5 G (Diesel) 8 Seater,2015,Diesel,Manual,75000,First,1175000.0,Jaipur,2494,8.0
Honda,Amaze E i-Vtech,2014,Petrol,Manual,72411,First,425000.0,Ahmedabad,1198,5.0
Mercedes-Benz,New C-Class C 250 CDI Elegance,2012,Diesel,Automatic,63000,First,1422000.0,Delhi,2143,5.0
Toyota,Etios Liva G,2015,Petrol,Manual,53713,First,420000.0,Chennai,1197,5.0
Toyota,Innova Crysta 2.8 GX AT 8S,2017,Diesel,Automatic,18000,First,1825000.0,Delhi,2755,8.0
Mercedes-Benz,New C-Class 200 CDI Elegance,2013,Diesel,Manual,51000,First,1850000.0,Bangalore,2148,5.0
Maruti,Swift VXI BSIII,2008,Petrol,Manual,86700,Second,240000.0,Chennai,1298,5.0
Maruti,Baleno Alpha 1.3,2016,Diesel,Manual,29000,First,650000.0,Kolkata,1248,5.0
Hyundai,Santro Xing GL Plus LPG,2014,LPG,Manual,56000,First,320000.0,Hyderabad,1086,5.0
Maruti,Celerio VXI AT,2015,Petrol,Automatic,33000,First,399000.0,Mumbai,998,5.0
Ford,Ecosport 1.5 DV5 MT Ambiente,2014,Diesel,Manual,64394,First,545000.0,Kochi,1498,5.0
Tata,Manza Aura Quadrajet,2010,Diesel,Manual,76000,First,270000.0,Hyderabad,1248,5.0
Honda,Jazz 1.5 SV i DTEC,2016,Diesel,Manual,48719,First,625000.0,Mumbai,1498,5.0
Mahindra,XUV500 W8 2WD,2016,Diesel,Manual,59711,First,1328000.0,Coimbatore,2179,7.0
Nissan,Micra Diesel XV Premium,2012,Diesel,Manual,83000,First,370000.0,Hyderabad,1461,5.0
Mercedes-Benz,New C-Class C 220d Avantgarde Edition C,2018,Diesel,Automatic,10714,First,3951000.0,Coimbatore,2143,5.0
Tata,Manza Aura Plus Quadrajet BS IV,2010,Diesel,Manual,127510,Second,140000.0,Hyderabad,1248,5.0
Maruti,Swift VDI,2014,Diesel,Manual,35010,First,350000.0,Kolkata,1248,5.0
Maruti,Swift Dzire 1.2 Lxi BSIV,2012,Petrol,Manual,75451,First,378000.0,Jaipur,1197,5.0
Tata,Indigo eCS LS (TDI) BS-III,2015,Diesel,Manual,83000,First,270000.0,Pune,1405,5.0
Honda,Amaze S i-Dtech,2013,Diesel,Manual,38755,First,320000.0,Kolkata,1498,5.0
Maruti,Swift VXI BSIV,2016,Petrol,Manual,30000,First,500000.0,Delhi,1197,5.0
Maruti,Ertiga ZDI,2012,Diesel,Manual,40000,First,700000.0,Chennai,1248,7.0
Hyundai,Grand i10 Era,2014,Petrol,Manual,19500,Second,285000.0,Kolkata,1197,5.0
Nissan,Micra Active XV,2016,Petrol,Manual,41000,First,425000.0,Ahmedabad,1198,5.0
Hyundai,Grand i10 Asta Option,2014,Petrol,Manual,30000,Second,490000.00000000006,Bangalore,1197,5.0
Jeep,Compass 2.0 Sport,2017,Diesel,Manual,37000,First,1689999.9999999998,Hyderabad,1956,5.0
Volkswagen,Polo Diesel Comfortline 1.2L,2014,Diesel,Manual,62000,Second,425000.0,Delhi,1199,5.0
Honda,Amaze S AT i-Vtech,2015,Petrol,Automatic,42023,First,434000.0,Pune,1198,5.0
BMW,X3 xDrive20d Advantage Edition,2012,Diesel,Automatic,51001,First,1700000.0,Kolkata,1995,5.0
BMW,3 Series 320d Luxury Line,2017,Diesel,Automatic,55389,First,2845000.0,Kochi,1995,5.0
Honda,City V AT,2014,Petrol,Automatic,46728,First,615000.0,Kochi,1497,5.0
Mahindra,Ssangyong Rexton RX5,2014,Diesel,Manual,58995,First,925000.0,Kochi,2696,7.0
Maruti,Swift Dzire LDI,2015,Diesel,Manual,37857,First,484999.99999999994,Delhi,1248,5.0
Maruti,Swift VDI BSIV,2014,Diesel,Manual,71000,First,480000.0,Jaipur,1248,5.0
Honda,Brio S Option MT,2012,Petrol,Manual,49024,First,229999.99999999997,Pune,1198,5.0
Hyundai,Grand i10 Sportz,2016,Petrol,Manual,10770,First,475000.0,Mumbai,1197,5.0
Tata,Zest Quadrajet 1.3 75PS XM,2017,Diesel,Manual,72000,First,500000.0,Pune,1248,5.0
Hyundai,EON Era Plus,2015,Petrol,Manual,91000,First,250000.0,Jaipur,814,5.0
Hyundai,i20 1.2 Spotz,2017,Petrol,Manual,14000,First,595000.0,Mumbai,1197,5.0
Volvo,S60 D4 KINETIC,2014,Diesel,Automatic,48000,Second,1600000.0,Delhi,1984,5.0
Ford,Ecosport 1.5 DV5 MT Titanium Optional,2014,Diesel,Manual,75136,First,615000.0,Delhi,1498,5.0
Maruti,Ritz VXI,2014,Petrol,Manual,32500,Second,405000.0,Hyderabad,1197,5.0
Hyundai,i20 1.4 CRDi Magna,2010,Diesel,Manual,94500,Second,310000.0,Hyderabad,1396,5.0
Maruti,Dzire VXI,2013,Petrol,Manual,34900,First,549000.0,Hyderabad,1197,5.0
Porsche,Panamera 2010 2013 4S,2010,Petrol,Automatic,42400,Third,4291000.0,Coimbatore,4806,4.0
Maruti,Swift VDi BSIII W/ ABS,2015,Diesel,Manual,50000,First,570000.0,Jaipur,1248,5.0
Honda,Brio S MT,2014,Petrol,Manual,35000,First,285000.0,Kolkata,1198,5.0
Chevrolet,Beat LS,2012,Petrol,Manual,37000,Second,235000.0,Bangalore,1199,5.0
Hyundai,Creta 1.6 SX Plus Petrol Automatic,2018,Petrol,Automatic,32807,First,1476000.0,Coimbatore,1591,5.0
Honda,City ZX GXi,2008,Petrol,Manual,119000,Second,225000.0,Pune,1497,5.0
Maruti,Ritz LXi,2016,Petrol,Manual,12000,First,365000.0,Mumbai,1197,5.0
Ford,EcoSport 1.5 TDCi Trend,2016,Diesel,Manual,46727,First,725000.0,Delhi,1498,5.0
BMW,3 Series 320d,2010,Diesel,Automatic,73336,First,1069000.0,Hyderabad,1995,5.0
Hyundai,Verna 1.6 SX VTVT,2014,Petrol,Manual,9000,Second,550000.0,Mumbai,1591,5.0
Toyota,Innova 2.5 G4 Diesel 8-seater,2005,Diesel,Manual,240000,Fourth & Above,509999.99999999994,Chennai,2494,8.0
Maruti,Wagon R LXI,2014,Petrol,Manual,25422,First,325000.0,Mumbai,998,5.0
Maruti,Ertiga VDI,2018,Diesel,Manual,14000,First,925000.0,Mumbai,1248,7.0
Maruti,Alto LXi BSIII,2008,Petrol,Manual,66000,First,170000.0,Hyderabad,796,5.0
Maruti,A-Star Vxi,2010,Petrol,Manual,55324,First,287000.0,Kochi,998,5.0
BMW,X5 3.0d,2009,Diesel,Automatic,90000,First,1775000.0,Bangalore,2993,5.0
Mahindra,KUV 100 G80 K6 Plus 5Str,2017,Petrol,Manual,43000,First,450000.0,Kolkata,1198,5.0
Hyundai,i10 Magna AT,2008,Petrol,Automatic,58483,Second,295000.0,Bangalore,1197,5.0
Honda,Civic 2006-2010 1.8 S AT,2007,Petrol,Automatic,93000,Second,260000.0,Pune,1799,5.0
Hyundai,i10 Sportz 1.2,2010,Petrol,Manual,50000,First,300000.0,Hyderabad,1197,5.0
Mercedes-Benz,New C-Class C 220 CDI Elegance AT,2014,Diesel,Automatic,78616,Second,1550000.0,Ahmedabad,2143,5.0
Toyota,Etios G,2011,Petrol,Manual,37000,First,280000.0,Pune,1496,5.0
Honda,City 1.5 E MT,2010,Petrol,Manual,54801,First,250000.0,Kolkata,1497,5.0
Maruti,Swift Dzire VDI,2014,Diesel,Manual,29000,First,575000.0,Bangalore,1248,5.0
Maruti,Swift VXI,2010,Petrol,Manual,68000,First,280000.0,Pune,1197,5.0
Hyundai,Verna 1.6 EX VTVT,2014,Petrol,Manual,58000,First,459000.0,Kolkata,1591,5.0
Maruti,Ritz VDi,2012,Diesel,Manual,64290,First,365000.0,Pune,1248,5.0
Toyota,Fortuner 4x2 Manual,2015,Diesel,Manual,31000,First,1985000.0000000002,Mumbai,2982,7.0
Jeep,Compass 2.0 Limited,2018,Diesel,Manual,16039,First,1850000.0,Pune,1956,5.0
Hyundai,i20 Asta Option 1.2,2017,Petrol,Manual,19860,First,695000.0,Hyderabad,1197,5.0
Maruti,Wagon R LXI CNG,2014,CNG,Manual,48500,Second,285000.0,Delhi,998,5.0
Tata,New Safari DICOR 2.2 EX 4x4 BS IV,2012,Diesel,Manual,75391,First,375000.0,Jaipur,2179,7.0
Maruti,Swift Dzire LDi,2008,Diesel,Manual,78000,Second,229999.99999999997,Jaipur,1248,5.0
Tata,Indigo eCS eLS BS IV,2016,Diesel,Manual,78000,First,229999.99999999997,Kolkata,1396,5.0
Maruti,Swift LDI,2016,Diesel,Manual,52000,First,595000.0,Hyderabad,1248,5.0
Maruti,Celerio VXI AT,2016,Petrol,Automatic,30000,First,349000.0,Kolkata,998,5.0
BMW,5 Series 2013-2017 530d M Sport,2016,Diesel,Automatic,19254,First,4770000.0,Coimbatore,2993,5.0
